t_s,V_pu,delta_V_pu,V_initial_pu
6.4,1.055551829006183,0.0065518290123607326,1.0489999999938222
6.41,1.0555705144967813,0.0065705145029590906,1.0489999999938222
6.42,1.0555892339572934,0.006589233963471219,1.0489999999938222
6.43,1.0556079856358884,0.006607985642066216,1.0489999999938222
6.44,1.0556267677990039,0.006626767805181677,1.0489999999938222
6.45,1.0556455787302794,0.006645578736457214,1.0489999999938222
6.46,1.0556644167342635,0.00666441674044127,1.0489999999938222
6.47,1.055683280129779,0.0066832801359568705,1.0489999999938222
6.48,1.055702167257573,0.006702167263750836,1.0489999999938222
6.49,1.0557210764730753,0.00672107647925313,1.0489999999938222
6.5,1.0557400061506401,0.006740006156817913,1.0489999999938222
6.51,1.0557589546821617,0.006758954688339536,1.0489999999938222
6.52,1.0557779204759472,0.006777920482124999,1.0489999999938222
6.53,1.0557969019610152,0.006796901967192959,1.0489999999938222
6.54,1.0558158975807261,0.0068158975869039296,1.0489999999938222
6.55,1.0558349057967105,0.006834905802888258,1.0489999999938222
6.56,1.0558539250878998,0.006853925094077562,1.0489999999938222
6.57,1.0558729539496678,0.00687295395584564,1.0489999999938222
6.58,1.0558919908965332,0.006891990902710976,1.0489999999938222
6.59,1.055911034456825,0.006911034463002785,1.0489999999938222
6.6,1.0559300831794576,0.006930083185635372,1.0489999999938222
6.61,1.05594913562731,0.0069491356334878684,1.0489999999938222
6.62,1.0559681903808487,0.006968190387026452,1.0489999999938222
6.63,1.055987246037291,0.006987246043468787,1.0489999999938222
6.64,1.0560063012092604,0.007006301215438215,1.0489999999938222
6.65,1.0560253545297615,0.007025354535939332,1.0489999999938222
6.66,1.0560444046434354,0.007044404649613201,1.0489999999938222
6.67,1.0560634502136226,0.007063450219800371,1.0489999999938222
6.68,1.0560824899195318,0.00708248992570959,1.0489999999938222
6.69,1.056101522455966,0.0071015224621437945,1.0489999999938222
6.7,1.0561205465358743,0.007120546542052075,1.0489999999938222
6.71,1.0561395608861783,0.007139560892356123,1.0489999999938222
6.72,1.0561585642495832,0.007158564255761002,1.0489999999938222
6.73,1.0561775553865873,0.0071775553927651,1.0489999999938222
6.74,1.0561965330716427,0.007196533077820533,1.0489999999938222
6.75,1.0562154960955799,0.007215496101757646,1.0489999999938222
6.76,1.0562344432641488,0.007234443270326629,1.0489999999938222
6.77,1.056253373400598,0.007253373406775898,1.0489999999938222
6.78,1.05627228534159,0.007272285347767804,1.0489999999938222
6.79,1.0562911779392687,0.007291177945446536,1.0489999999938222
6.8,1.0563100500626867,0.0073100500688645376,1.0489999999938222
6.81,1.0563289005944025,0.007328900600580335,1.0489999999938222
6.82,1.0563477284327307,0.0073477284389085185,1.0489999999938222
6.83,1.0563665324903715,0.007366532496549283,1.0489999999938222
6.84,1.0563853116967898,0.007385311702967634,1.0489999999938222
6.85,1.0564040649937894,0.007404064999967153,1.0489999999938222
6.86,1.0564227913404058,0.007422791346583635,1.0489999999938222
6.87,1.0564414897085155,0.007441489714693272,1.0489999999938222
6.88,1.056460159084944,0.007460159091121854,1.0489999999938222
6.89,1.0564787984706316,0.007478798476809434,1.0489999999938222
6.9,1.0564974068828876,0.007497406889065417,1.0489999999938222
6.91,1.0565159833510698,0.007515983357247569,1.0489999999938222
6.92,1.0565345269190667,0.007534526925244478,1.0489999999938222
6.93,1.0565530366465623,0.007553036652740097,1.0489999999938222
6.94,1.0565715116054548,0.007571511611632609,1.0489999999938222
6.95,1.0565899508819694,0.007589950888147179,1.0489999999938222
6.96,1.0566083535757773,0.007608353581955107,1.0489999999938222
6.97,1.0566267188021534,0.007626718808331212,1.0489999999938222
6.98,1.056645045687845,0.00764504569402269,1.0489999999938222
6.99,1.0566633333732325,0.007663333379410275,1.0489999999938222
7.0,1.0566815810148225,0.00768158102100025,1.0489999999938222
7.01,1.0566997877789297,0.0076997877851074925,1.0489999999938222
7.02,1.0567179528469057,0.007717952853083521,1.0489999999938222
7.03,1.0567360754123467,0.007736075418524502,1.0489999999938222
7.04,1.056754154683742,0.007754154689919801,1.0489999999938222
7.05,1.05677218988049,0.007772189886667835,1.0489999999938222
7.06,1.05679018023543,0.007790180241607825,1.0489999999938222
7.07,1.0568081249948462,0.007808125001024013,1.0489999999938222
7.08,1.0568260234169187,0.007826023423096462,1.0489999999938222
7.09,1.0568438747725157,0.007843874778693527,1.0489999999938222
7.1,1.0568616783444282,0.007861678350606027,1.0489999999938222
7.11,1.05687943342954,0.007879433435717731,1.0489999999938222
7.12,1.056897139335061,0.007897139341238812,1.0489999999938222
7.13,1.0569147953805664,0.007914795386744222,1.0489999999938222
7.14,1.056932400899938,0.007932400906115689,1.0489999999938222
7.15,1.056949955235969,0.0079499552421467,1.0489999999938222
7.16,1.0569674577445034,0.007967457750681195,1.0489999999938222
7.17,1.0569849077940767,0.007984907800254515,1.0489999999938222
7.18,1.0570023047637453,0.008002304769923141,1.0489999999938222
7.19,1.0570196480444642,0.008019648050642036,1.0489999999938222
7.2,1.057036937038755,0.00803693704493269,1.0489999999938222
7.21,1.05705417116027,0.008054171166447688,1.0489999999938222
7.22,1.0570713498346203,0.008071349840798048,1.0489999999938222
7.23,1.0570884724974987,0.008088472503676503,1.0489999999938222
7.24,1.0571055385971204,0.008105538603298212,1.0489999999938222
