t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,p_network_abs_pu,q_network_abs_pu,delta_p_load_pu,delta_q_load_pu,asset_type
0.42,0.2901450077954738,0.0038603204147781706,0.2901450077954738,0.0038603204147781706,0.40138232623885084,-0.11648939263410314,0.0,0.0,SG-slack
0.43,0.3153554831381785,0.0014550437689976325,0.3153554831381785,0.0014550437689976325,0.42659280158155555,-0.11889466927988368,0.0,0.0,SG-slack
0.44,0.34081705321940564,-0.0006874646343151131,0.34081705321940564,-0.0006874646343151131,0.4520543716627827,-0.12103717768319643,0.0,0.0,SG-slack
0.45,0.36644832008825867,-0.002808670882709363,0.36644832008825867,-0.002808670882709363,0.4776856385316357,-0.12315838393159068,0.0,0.0,SG-slack
0.46,0.3921734804507009,-0.005036238746753963,0.3921734804507009,-0.005036238746753963,0.5034107988940779,-0.12538595179563528,0.0,0.0,SG-slack
0.47,0.4179185214684117,-0.007337573016512167,0.4179185214684117,-0.007337573016512167,0.5291558399117887,-0.12768728606539348,0.0,0.0,SG-slack
0.48,0.4436088010947662,-0.009605461962017198,0.4436088010947662,-0.009605461962017198,0.5548461195381432,-0.1299551750108985,0.0,0.0,SG-slack
0.49,0.46917049000047206,-0.011754763750084413,0.46917049000047206,-0.011754763750084413,0.5804078084438491,-0.13210447679896573,0.0,0.0,SG-slack
0.5,0.49453336788343105,-0.013767515008484943,0.49453336788343105,-0.013767515008484943,0.6057706863268081,-0.13411722805736626,0.0,0.0,SG-slack
0.51,0.5196323415582151,-0.015675739064033245,0.5196323415582151,-0.015675739064033245,0.6308696600015922,-0.13602545211291456,0.0,0.0,SG-slack
0.52,0.5444068580632578,-0.017516336796418064,0.5444068580632578,-0.017516336796418064,0.6556441765066349,-0.13786604984529938,0.0,0.0,SG-slack
0.53,0.5687995012830711,-0.019301337268516683,0.5687995012830711,-0.019301337268516683,0.6800368197264481,-0.139651050317398,0.0,0.0,SG-slack
0.54,0.5927554883308055,-0.02101772218367881,0.5927554883308055,-0.02101772218367881,0.7039928067741825,-0.14136743523256012,0.0,0.0,SG-slack
0.55,0.6162234810780566,-0.02264462090198277,0.6162234810780566,-0.02264462090198277,0.7274607995214336,-0.14299433395086408,0.0,0.0,SG-slack
0.56,0.6391568829210783,-0.024169419922706104,0.6391568829210783,-0.024169419922706104,0.7503942013644553,-0.14451913297158742,0.0,0.0,SG-slack
0.57,0.6615146078504581,-0.025592271495503277,0.6615146078504581,-0.025592271495503277,0.7727519262938352,-0.1459419845443846,0.0,0.0,SG-slack
0.58,0.6832609767506744,-0.026920448024270377,0.6832609767506744,-0.026920448024270377,0.7944982951940515,-0.1472701610731517,0.0,0.0,SG-slack
0.59,0.7043651412897124,-0.028160467866801653,0.7043651412897124,-0.028160467866801653,0.8156024597330894,-0.14851018091568297,0.0,0.0,SG-slack
0.6,0.7248006417423706,-0.029314250927581137,0.7248006417423706,-0.029314250927581137,0.8360379601857476,-0.14966396397646245,0.0,0.0,SG-slack
0.61,0.744545379839684,-0.03038027063349863,0.744545379839684,-0.03038027063349863,0.8557826982830611,-0.15072998368237994,0.0,0.0,SG-slack
0.62,0.7635818570482751,-0.03135690334366403,0.7635818570482751,-0.03135690334366403,0.8748191754916521,-0.15170661639254535,0.0,0.0,SG-slack
0.63,0.7818973547328542,-0.032244794537506866,0.7818973547328542,-0.032244794537506866,0.8931346731762312,-0.15259450758638818,0.0,0.0,SG-slack
0.64,0.7994838564408259,-0.033046995942175555,0.7994838564408259,-0.033046995942175555,0.9107211748842029,-0.15339670899105687,0.0,0.0,SG-slack
0.65,0.816337745113292,-0.03376765070329288,0.816337745113292,-0.03376765070329288,0.9275750635566691,-0.1541173637521742,0.0,0.0,SG-slack
0.66,0.8324594374243213,-0.03441068287518473,0.8324594374243213,-0.03441068287518473,0.9436967558676983,-0.15476039592406604,0.0,0.0,SG-slack
0.67,0.847853087943787,-0.03497936030238713,0.847853087943787,-0.03497936030238713,0.959090406387164,-0.15532907335126844,0.0,0.0,SG-slack
0.68,0.8625263821633892,-0.03547665765220273,0.8625263821633892,-0.03547665765220273,0.9737637006067662,-0.15582637070108404,0.0,0.0,SG-slack
0.69,0.8764903538413431,-0.035905829950723084,0.8764903538413431,-0.035905829950723084,0.9877276722847201,-0.1562555429996044,0.0,0.0,SG-slack
0.7,0.8897591563805067,-0.036270699020460456,0.8897591563805067,-0.036270699020460456,1.0009964748238838,-0.15662041206934177,0.0,0.0,SG-slack
0.71,0.9023497676087762,-0.036575550366863135,0.9023497676087762,-0.036575550366863135,1.0135870860521532,-0.15692526341574445,0.0,0.0,SG-slack
0.72,0.9142816549628185,-0.03682484445188497,0.9142816549628185,-0.03682484445188497,1.0255189734061956,-0.15717455750076628,0.0,0.0,SG-slack
0.73,0.9255764419575929,-0.03702299141836715,0.9255764419575929,-0.03702299141836715,1.03681376040097,-0.15737270446724846,0.0,0.0,SG-slack
0.74,0.9362575988246309,-0.03717429553288362,0.9362575988246309,-0.03717429553288362,1.047494917268008,-0.15752400858176493,0.0,0.0,SG-slack
0.75,0.9463501545207744,-0.037283017561700466,0.9463501545207744,-0.037283017561700466,1.0575874729641515,-0.15763273061058178,0.0,0.0,SG-slack
0.76,0.9558804157917316,-0.03735344407388458,0.9558804157917316,-0.03735344407388458,1.0671177342351086,-0.1577031571227659,0.0,0.0,SG-slack
0.77,0.9648756829583316,-0.03738989278416968,0.9648756829583316,-0.03738989278416968,1.0761130014017086,-0.157739605833051,0.0,0.0,SG-slack
0.78,0.973363964107044,-0.03739665582278154,0.973363964107044,-0.03739665582278154,1.084601282550421,-0.15774636887166285,0.0,0.0,SG-slack
0.79,0.9813736966377697,-0.03737792518958655,0.9813736966377697,-0.03737792518958655,1.0926110150811468,-0.15772763823846786,0.0,0.0,SG-slack
0.8,0.9889334851620029,-0.0373377401016331,0.9889334851620029,-0.0373377401016331,1.1001708036053799,-0.1576874531505144,0.0,0.0,SG-slack
0.81,0.9960718594759344,-0.037279966433019535,0.9960718594759344,-0.037279966433019535,1.1073091779193114,-0.15762967948190085,0.0,0.0,SG-slack
0.82,1.0028170516940123,-0.037208293681519594,1.0028170516940123,-0.037208293681519594,1.1140543701373893,-0.1575580067304009,0.0,0.0,SG-slack
0.83,1.009196790228638,-0.03712623051464237,1.009196790228638,-0.03712623051464237,1.120434108672015,-0.15747594356352368,0.0,0.0,SG-slack
0.84,1.0152381097991054,-0.03703708988920254,1.0152381097991054,-0.03703708988920254,1.1264754282424825,-0.15738680293808385,0.0,0.0,SG-slack
0.85,1.0209671787446306,-0.03694396753495802,1.0209671787446306,-0.03694396753495802,1.1322044971880076,-0.15729368058383933,0.0,0.0,SG-slack
0.86,1.0264091455841837,-0.03684972207412965,1.0264091455841837,-0.03684972207412965,1.1376464640275608,-0.15719943512301096,0.0,0.0,SG-slack
0.87,1.031588006362509,-0.036756962922908754,1.031588006362509,-0.036756962922908754,1.142825324805886,-0.15710667597179007,0.0,0.0,SG-slack
0.88,1.0365264927736622,-0.03666804584057137,1.0365264927736622,-0.03666804584057137,1.1477638112170392,-0.15701775888945269,0.0,0.0,SG-slack
0.89,1.0412459805409278,-0.03658507320705909,1.0412459805409278,-0.03658507320705909,1.1524832989843048,-0.1569347862559404,0.0,0.0,SG-slack
0.9,1.0457664169701384,-0.03650989547385097,1.0457664169701384,-0.03650989547385097,1.1570037354135154,-0.15685960852273229,0.0,0.0,SG-slack
0.91,1.0501062671672494,-0.03644411300502978,1.0501062671672494,-0.03644411300502978,1.1613435856106264,-0.1567938260539111,0.0,0.0,SG-slack
0.92,1.054282478448395,-0.03638907915978187,1.054282478448395,-0.03638907915978187,1.165519796891772,-0.15673879220866319,0.0,0.0,SG-slack
0.93,1.0583104624199835,-0.03634590575925914,1.0583104624199835,-0.03634590575925914,1.1695477808633605,-0.15669561880814045,0.0,0.0,SG-slack
0.94,1.0622040941664483,-0.03631547176231151,1.0622040941664483,-0.03631547176231151,1.1734414126098254,-0.15666518481119282,0.0,0.0,SG-slack
0.95,1.065975727328411,-0.036298434386383305,1.065975727328411,-0.036298434386383305,1.177213045771788,-0.15664814743526462,0.0,0.0,SG-slack
0.96,1.0696362239885686,-0.036295242000089406,1.0696362239885686,-0.036295242000089406,1.1808735424319456,-0.15664495504897072,0.0,0.0,SG-slack
0.97,1.0731949981066269,-0.036306147980331105,1.0731949981066269,-0.036306147980331105,1.184432316550004,-0.15665586102921242,0.0,0.0,SG-slack
0.98,1.076660071142355,-0.03633122519088841,1.076660071142355,-0.03633122519088841,1.187897389585732,-0.15668093823976972,0.0,0.0,SG-slack
0.99,1.080038138838587,-0.03637038113666932,1.080038138838587,-0.03637038113666932,1.191275457281964,-0.15672009418555063,0.0,0.0,SG-slack
1.0,1.083334647645259,-0.036423373703568435,1.083334647645259,-0.036423373703568435,1.194571966088636,-0.15677308675244975,0.0,0.0,SG-slack
1.01,1.0865538797175125,-0.036489827376205874,1.0865538797175125,-0.036489827376205874,1.1977911981608895,-0.1568395404250872,0.0,0.0,SG-slack
1.02,1.0896990449175363,-0.03656924959312241,1.0896990449175363,-0.03656924959312241,1.2009363633609134,-0.15691896264200372,0.0,0.0,SG-slack
1.03,1.0927723785389711,-0.036661046953553544,1.0927723785389711,-0.036661046953553544,1.2040096969823482,-0.15701076000243486,0.0,0.0,SG-slack
1.04,1.0957752434485526,-0.036764540968875964,1.0957752434485526,-0.036764540968875964,1.2070125618919296,-0.15711425401775728,0.0,0.0,SG-slack
1.05,1.0987082352104274,-0.03687898328923789,1.0987082352104274,-0.03687898328923789,1.2099455536538044,-0.1572286963381192,0.0,0.0,SG-slack
1.06,1.1015712890891391,-0.03700357021377704,1.1015712890891391,-0.03700357021377704,1.2128086075325162,-0.15735328326265835,0.0,0.0,SG-slack
1.07,1.1043637875642052,-0.037137456526444845,1.1043637875642052,-0.037137456526444845,1.2156011060075822,-0.15748716957532616,0.0,0.0,SG-slack
1.08,1.1070846673290855,-0.0372797684482957,1.1070846673290855,-0.0372797684482957,1.2183219857724625,-0.157629481497177,0.0,0.0,SG-slack
1.09,1.109732524548878,-0.037429615743413025,1.109732524548878,-0.037429615743413025,1.220969842992255,-0.15777932879229434,0.0,0.0,SG-slack
1.1,1.1123057174314759,-0.03758610281361999,1.1123057174314759,-0.03758610281361999,1.223543035874853,-0.1579358158625013,0.0,0.0,SG-slack
1.11,1.1148024651020585,-0.037748338819142,1.1148024651020585,-0.037748338819142,1.2260397835454355,-0.1580980518680233,0.0,0.0,SG-slack
1.12,1.1172209419331074,-0.03791544679364919,1.1172209419331074,-0.03791544679364919,1.2284582603764844,-0.1582651598425305,0.0,0.0,SG-slack
1.13,1.119559366546546,-0.03808657177621999,1.119559366546546,-0.03808657177621999,1.230796684989923,-0.1584362848251013,0.0,0.0,SG-slack
1.14,1.1218160847946166,-0.038260887982867475,1.1218160847946166,-0.038260887982867475,1.2330534032379936,-0.1586106010317488,0.0,0.0,SG-slack
1.15,1.1239896461252035,-0.038437605072318165,1.1239896461252035,-0.038437605072318165,1.2352269645685805,-0.15878731812119948,0.0,0.0,SG-slack
1.16,1.1260788728160223,-0.03861597348401899,1.1260788728160223,-0.03861597348401899,1.2373161912593993,-0.1589656865329003,0.0,0.0,SG-slack
1.17,1.128082921693799,-0.03879528897581877,1.128082921693799,-0.03879528897581877,1.2393202401371761,-0.15914500202470008,0.0,0.0,SG-slack
1.18,1.1300013379829166,-0.038974896304316664,1.1300013379829166,-0.038974896304316664,1.2412386564262936,-0.15932460935319798,0.0,0.0,SG-slack
1.19,1.1318341011216555,-0.03915419220935376,1.1318341011216555,-0.03915419220935376,1.2430714195650325,-0.15950390525823507,0.0,0.0,SG-slack
1.2,1.1335816623504582,-0.03933262764037926,1.1335816623504582,-0.03933262764037926,1.2448189807938352,-0.15968234068926057,0.0,0.0,SG-slack
1.21,1.1352449741089878,-0.03950970938226317,1.1352449741089878,-0.03950970938226317,1.2464822925523649,-0.15985942243114448,0.0,0.0,SG-slack
1.22,1.136825511207553,-0.03968500102364644,1.136825511207553,-0.03968500102364644,1.24806282965093,-0.16003471407252776,0.0,0.0,SG-slack
1.23,1.1383252839758378,-0.039858123401883105,1.1383252839758378,-0.039858123401883105,1.2495626024192148,-0.16020783645076442,0.0,0.0,SG-slack
1.24,1.1397468435365383,-0.04002875448544349,1.1397468435365383,-0.04002875448544349,1.2509841619799154,-0.1603784675343248,0.0,0.0,SG-slack
1.25,1.1410932794952393,-0.040196628798122025,1.1410932794952393,-0.040196628798122025,1.2523305979386163,-0.16054634184700334,0.0,0.0,SG-slack
1.26,1.1423682104120676,-0.0403615363567805,1.1423682104120676,-0.0403615363567805,1.2536055288554446,-0.1607112494056618,0.0,0.0,SG-slack
1.27,1.1435757673888285,-0.04052332121850752,1.1435757673888285,-0.04052332121850752,1.2548130858322055,-0.16087303426738883,0.0,0.0,SG-slack
1.28,1.1447205712922652,-0.04068187961128997,1.1447205712922652,-0.04068187961128997,1.2559578897356423,-0.16103159266017128,0.0,0.0,SG-slack
1.29,1.1458077040668015,-0.04083715769832605,1.1458077040668015,-0.04083715769832605,1.2570450225101786,-0.16118687074720736,0.0,0.0,SG-slack
1.3,1.146842674663582,-0.04098914902987247,1.146842674663582,-0.04098914902987247,1.258079993106959,-0.16133886207875378,0.0,0.0,SG-slack
1.31,1.1478313801907785,-0.04113789164932036,1.1478313801907785,-0.04113789164932036,1.2590686986341555,-0.16148760469820167,0.0,0.0,SG-slack
1.32,1.1487800628238263,-0.04128346495007898,1.1487800628238263,-0.04128346495007898,1.2600173812672033,-0.1616331779989603,0.0,0.0,SG-slack
1.33,1.1496952631352895,-0.041425986244651714,1.1496952631352895,-0.041425986244651714,1.2609325815786665,-0.16177569929353303,0.0,0.0,SG-slack
1.34,1.150583770410551,-0.04156560714243901,1.150583770410551,-0.04156560714243901,1.261821088853928,-0.16191532019132032,0.0,0.0,SG-slack
1.35,1.151452570617414,-0.04170250970510281,1.151452570617414,-0.04170250970510281,1.262689889060791,-0.16205222275398412,0.0,0.0,SG-slack
1.36,1.1523087926260334,-0.041836902458997016,1.1523087926260334,-0.041836902458997016,1.2635461110694104,-0.16218661550787833,0.0,0.0,SG-slack
1.37,1.1531596532934563,-0.0419690162752312,1.1531596532934563,-0.0419690162752312,1.2643969717368333,-0.1623187293241125,0.0,0.0,SG-slack
1.38,1.1540124020239377,-0.04209910016614557,1.1540124020239377,-0.04209910016614557,1.2652497204673148,-0.16244881321502688,0.0,0.0,SG-slack
1.39,1.1548742653769097,-0.04222741702707378,1.1548742653769097,-0.04222741702707378,1.2661115838202868,-0.1625771300759551,0.0,0.0,SG-slack
1.4,1.1557523922837996,-0.042354239375046954,1.1557523922837996,-0.042354239375046954,1.2669897107271766,-0.16270395242392827,0.0,0.0,SG-slack
1.41,1.1566538004031397,-0.04247984511224051,1.1566538004031397,-0.04247984511224051,1.2678911188465167,-0.16282955816112182,0.0,0.0,SG-slack
1.42,1.1575853241115703,-0.042604513369742636,1.1575853241115703,-0.042604513369742636,1.2688226425549474,-0.16295422641862395,0.0,0.0,SG-slack
1.43,1.1585535645898357,-0.04272852045816075,1.1585535645898357,-0.04272852045816075,1.2697908830332127,-0.16307823350704206,0.0,0.0,SG-slack
1.44,1.1595648424407603,-0.04285213597937135,1.1595648424407603,-0.04285213597937135,1.2708021608841373,-0.16320184902825266,0.0,0.0,SG-slack
1.45,1.160625153196217,-0.042975619126051384,1.160625153196217,-0.042975619126051384,1.271862471639594,-0.1633253321749327,0.0,0.0,SG-slack
1.46,1.1617401260930953,-0.04309921521563864,1.1617401260930953,-0.04309921521563864,1.2729774445364723,-0.16344892826451995,0.0,0.0,SG-slack
1.47,1.162914986367084,-0.04322315248620531,1.162914986367084,-0.04322315248620531,1.274152304810461,-0.16357286553508663,0.0,0.0,SG-slack
1.48,1.1641545213683056,-0.0433476391888567,1.1641545213683056,-0.0433476391888567,1.2753918398116826,-0.16369735223773801,0.0,0.0,SG-slack
1.49,1.1654630506619597,-0.043472860996235874,1.1654630506619597,-0.043472860996235874,1.2767003691053367,-0.1638225740451172,0.0,0.0,SG-slack
1.5,1.1668444002878289,-0.04359897877245594,1.1668444002878289,-0.04359897877245594,1.278081718731206,-0.16394869182133726,0.0,0.0,SG-slack
1.51,1.168301881327606,-0.0437261266770986,1.168301881327606,-0.0437261266770986,1.279539199770983,-0.16407583972597992,0.0,0.0,SG-slack
1.52,1.1698382727811112,-0.043854410679278255,1.1698382727811112,-0.043854410679278255,1.2810755912244882,-0.16420412372815957,0.0,0.0,SG-slack
1.53,1.1714558088729463,-0.043983907418360974,1.1714558088729463,-0.043983907418360974,1.2826931273163233,-0.1643336204672423,0.0,0.0,SG-slack
1.54,1.173156170676644,-0.04411466349035234,1.173156170676644,-0.04411466349035234,1.284393489120021,-0.16446437653923365,0.0,0.0,SG-slack
1.55,1.1749404821100249,-0.044246695075888465,1.1749404821100249,-0.044246695075888465,1.286177800553402,-0.16459640812476978,0.0,0.0,SG-slack
1.56,1.1768093101067578,-0.04437998799052609,1.1768093101067578,-0.04437998799052609,1.2880466285501349,-0.1647297010394074,0.0,0.0,SG-slack
1.57,1.1787626689448505,-0.044514498053574825,1.1787626689448505,-0.044514498053574825,1.2899999873882275,-0.16486421110245614,0.0,0.0,SG-slack
1.58,1.1808000284925393,-0.044650151842516805,1.1808000284925393,-0.044650151842516805,1.2920373469359163,-0.16499986489139812,0.0,0.0,SG-slack
1.59,1.1829203262220105,-0.04478684776030781,1.1829203262220105,-0.04478684776030781,1.2941576446653875,-0.16513656080918912,0.0,0.0,SG-slack
1.6,1.1851219828098727,-0.04492445739991405,1.1851219828098727,-0.04492445739991405,1.2963593012532497,-0.16527417044879536,0.0,0.0,SG-slack
1.61,1.1874029210128527,-0.04506282720205795,1.1874029210128527,-0.04506282720205795,1.2986402394562298,-0.16541254025093927,0.0,0.0,SG-slack
1.62,1.1897605876599597,-0.045201780344816034,1.1897605876599597,-0.045201780344816034,1.3009979061033368,-0.16555149339369735,0.0,0.0,SG-slack
1.63,1.1921919783920214,-0.045341118863212876,1.1921919783920214,-0.045341118863212876,1.3034292968353984,-0.1656908319120942,0.0,0.0,SG-slack
1.64,1.1946936649532867,-0.04548062593889793,1.1946936649532867,-0.04548062593889793,1.3059309833966637,-0.16583033898777924,0.0,0.0,SG-slack
1.65,1.1972618246733797,-0.04562006835130741,1.1972618246733797,-0.04562006835130741,1.3084991431167567,-0.16596978140018873,0.0,0.0,SG-slack
1.66,1.199892271860644,-0.04575919903194167,1.199892271860644,-0.04575919903194167,1.311129590304021,-0.16610891208082298,0.0,0.0,SG-slack
1.67,1.2025804908199969,-0.04589775971246424,1.2025804908199969,-0.04589775971246424,1.3138178092633739,-0.16624747276134555,0.0,0.0,SG-slack
1.68,1.2053216701378513,-0.04603548360901269,1.2053216701378513,-0.04603548360901269,1.3165589885812283,-0.166385196657894,0.0,0.0,SG-slack
1.69,1.2081107379730895,-0.046172098128948125,1.2081107379730895,-0.046172098128948125,1.3193480564164666,-0.16652181117782944,0.0,0.0,SG-slack
1.7,1.210942398022079,-0.04630732756187386,1.210942398022079,-0.04630732756187386,1.322179716465456,-0.16665704061075517,0.0,0.0,SG-slack
1.71,1.2138111658696515,-0.046440895724474185,1.2138111658696515,-0.046440895724474185,1.3250484843130286,-0.1667906087733555,0.0,0.0,SG-slack
1.72,1.216711405433328,-0.04657252853532784,1.216711405433328,-0.04657252853532784,1.327948723876705,-0.16692224158420915,0.0,0.0,SG-slack
1.73,1.2196373652332568,-0.04670195649586584,1.2196373652332568,-0.04670195649586584,1.3308746836766339,-0.16705166954474715,0.0,0.0,SG-slack
1.74,1.2225832142060729,-0.0468289170511309,1.2225832142060729,-0.0468289170511309,1.3338205326494499,-0.16717863010001222,0.0,0.0,SG-slack
1.75,1.2255430768292561,-0.046953156815208646,1.2255430768292561,-0.046953156815208646,1.3367803952726331,-0.16730286986408996,0.0,0.0,SG-slack
1.76,1.2285110673111415,-0.04707443364299721,1.2285110673111415,-0.04707443364299721,1.3397483857545185,-0.16742414669187852,0.0,0.0,SG-slack
1.77,1.2314813226363666,-0.04719251853136608,1.2314813226363666,-0.04719251853136608,1.3427186410797436,-0.1675422315802474,0.0,0.0,SG-slack
1.78,1.2344480342643496,-0.04730719734525457,1.2344480342643496,-0.04730719734525457,1.3456853527077266,-0.16765691039413588,0.0,0.0,SG-slack
1.79,1.2374054783105195,-0.04741827234943388,1.2374054783105195,-0.04741827234943388,1.3486427967538965,-0.1677679853983152,0.0,0.0,SG-slack
1.8,1.2403480440400227,-0.04752556355139928,1.2403480440400227,-0.04752556355139928,1.3515853624833998,-0.1678752766002806,0.0,0.0,SG-slack
1.81,1.2432702605545447,-0.047628909839794537,1.2432702605545447,-0.047628909839794537,1.3545075789979217,-0.16797862288867585,0.0,0.0,SG-slack
1.82,1.24616682153318,-0.04772816992680509,1.24616682153318,-0.04772816992680509,1.357404139976557,-0.1680778829756864,0.0,0.0,SG-slack
1.83,1.2490326079596374,-0.047823223086510686,1.2490326079596374,-0.047823223086510686,1.3602699264030145,-0.168172936135392,0.0,0.0,SG-slack
1.84,1.251862708729572,-0.047913969697876424,1.251862708729572,-0.047913969697876424,1.363100027172949,-0.16826368274675774,0.0,0.0,SG-slack
1.85,1.2546524391195644,-0.04800033159236877,1.2546524391195644,-0.04800033159236877,1.3658897575629414,-0.16835004464125009,0.0,0.0,SG-slack
1.86,1.2573973570445478,-0.04808225221327067,1.2573973570445478,-0.04808225221327067,1.3686346754879248,-0.16843196526215198,0.0,0.0,SG-slack
1.87,1.2600932771312152,-0.048159696595648754,1.2600932771312152,-0.048159696595648754,1.3713305955745922,-0.16850940964453007,0.0,0.0,SG-slack
1.88,1.2627362825659556,-0.048232651169569374,1.2627362825659556,-0.048232651169569374,1.3739736010093326,-0.1685823642184507,0.0,0.0,SG-slack
1.89,1.2653227347857714,-0.048301123406329444,1.2653227347857714,-0.048301123406329444,1.3765600532291484,-0.16865083645521076,0.0,0.0,SG-slack
1.9,1.2678492810026813,-0.048365141303531894,1.2678492810026813,-0.048365141303531894,1.3790865994460584,-0.1687148543524132,0.0,0.0,SG-slack
1.91,1.2703128596531197,-0.04842475273472255,1.2703128596531197,-0.04842475273472255,1.3815501780964967,-0.16877446578360386,0.0,0.0,SG-slack
1.92,1.2727107038252368,-0.04848002466864135,1.2727107038252368,-0.04848002466864135,1.3839480222686138,-0.16882973771752266,0.0,0.0,SG-slack
1.93,1.275040342725497,-0.04853104226308769,1.275040342725497,-0.04853104226308769,1.386277661168874,-0.168880755311969,0.0,0.0,SG-slack
1.94,1.277299601318958,-0.04857790786602237,1.277299601318958,-0.04857790786602237,1.388536919762335,-0.16892762091490368,0.0,0.0,SG-slack
1.95,1.27948659819299,-0.0486207399082525,1.27948659819299,-0.0486207399082525,1.390723916636367,-0.1689704529571338,0.0,0.0,SG-slack
1.96,1.281599741807157,-0.04865967173411115,1.281599741807157,-0.04865967173411115,1.392837060250534,-0.16900938478299246,0.0,0.0,SG-slack
1.97,1.2836377251961593,-0.04869485034655538,1.2836377251961593,-0.04869485034655538,1.3948750436395363,-0.1690445633954367,0.0,0.0,SG-slack
1.98,1.285599519292717,-0.04872643511313804,1.285599519292717,-0.04872643511313804,1.396836837736094,-0.16907614816201935,0.0,0.0,SG-slack
1.99,1.287484364972271,-0.048754596424094104,1.287484364972271,-0.048754596424094104,1.398721683415648,-0.16910430947297542,0.0,0.0,SG-slack
2.0,1.2892917639518156,-0.04877951431766123,1.2892917639518156,-0.04877951431766123,1.4005290823951926,-0.16912922736654254,0.0,0.0,SG-slack
2.01,1.2910214686967962,-0.04880137709678872,1.2910214686967962,-0.04880137709678872,1.4022587871401733,-0.16915109014567004,0.0,0.0,SG-slack
2.02,1.2926734714353778,-0.04882037992990243,1.2926734714353778,-0.04882037992990243,1.4039107898787548,-0.16917009297878374,0.0,0.0,SG-slack
2.03,1.2942479924473875,-0.048836723465224996,1.2942479924473875,-0.048836723465224996,1.4054853108907646,-0.1691864365141063,0.0,0.0,SG-slack
2.04,1.2957454677372109,-0.04885061245572739,1.2957454677372109,-0.04885061245572739,1.406982786180588,-0.1692003255046087,0.0,0.0,SG-slack
2.05,1.2971665362188611,-0.048862254411064676,1.2971665362188611,-0.048862254411064676,1.4084038546622382,-0.169211967459946,0.0,0.0,SG-slack
2.06,1.2985120265579864,-0.04887185828397109,1.2985120265579864,-0.04887185828397109,1.4097493450013634,-0.1692215713328524,0.0,0.0,SG-slack
2.07,1.2997829437579964,-0.04887963320058333,1.2997829437579964,-0.04887963320058333,1.4110202622013734,-0.16922934624946465,0.0,0.0,SG-slack
2.08,1.300980455638469,-0.048885787239614675,1.300980455638469,-0.048885787239614675,1.412217774081846,-0.169235500288496,0.0,0.0,SG-slack
2.09,1.3021058792836226,-0.0488905262726283,1.3021058792836226,-0.0488905262726283,1.4133431977269997,-0.1692402393215096,0.0,0.0,SG-slack
2.1,1.303160667588327,-0.04889405286493309,1.303160667588327,-0.04889405286493309,1.414397986031704,-0.1692437659138144,0.0,0.0,SG-slack
2.11,1.304146395970635,-0.04889656525004915,1.304146395970635,-0.04889656525004915,1.415383714414012,-0.16924627829893046,0.0,0.0,SG-slack
2.12,1.3050647493604646,-0.04889825637358822,1.3050647493604646,-0.04889825637358822,1.4163020678038416,-0.16924796942246953,0.0,0.0,SG-slack
2.13,1.3059175095204716,-0.048899313021302265,1.3059175095204716,-0.048899313021302265,1.4171548279638486,-0.16924902607018358,0.0,0.0,SG-slack
2.14,1.3067065427887234,-0.048899915020513524,1.3067065427887234,-0.048899915020513524,1.4179438612321005,-0.16924962806939484,0.0,0.0,SG-slack
2.15,1.3074337882860825,-0.04890023453394737,1.3074337882860825,-0.04890023453394737,1.4186711067294595,-0.16924994758282869,0.0,0.0,SG-slack
2.16,1.3081012466581146,-0.048900435427446154,1.3081012466581146,-0.048900435427446154,1.4193385651014916,-0.16925014847632747,0.0,0.0,SG-slack
2.17,1.3087109693803762,-0.04890067273430829,1.3087109693803762,-0.04890067273430829,1.4199482878237533,-0.1692503857831896,0.0,0.0,SG-slack
2.18,1.3092650486760367,-0.048901092192998874,1.3092650486760367,-0.048901092192998874,1.4205023671194137,-0.1692508052418802,0.0,0.0,SG-slack
2.19,1.3097656080634077,-0.04890182988048963,1.3097656080634077,-0.04890182988048963,1.4210029265067847,-0.16925154292937095,0.0,0.0,SG-slack
2.2,1.3102147935605377,-0.048903011919816164,1.3102147935605377,-0.048903011919816164,1.4214521120039147,-0.16925272496869748,0.0,0.0,SG-slack
2.21,1.3106147655552065,-0.04890475427048885,1.3106147655552065,-0.04890475427048885,1.4218520839985835,-0.16925446731937016,0.0,0.0,SG-slack
2.22,1.3109676913458879,-0.048907162601069476,1.3109676913458879,-0.048907162601069476,1.422205009789265,-0.1692568756499508,0.0,0.0,SG-slack
2.23,1.3112757383531055,-0.04891033222964847,1.3112757383531055,-0.04891033222964847,1.4225130567964825,-0.16926004527852978,0.0,0.0,SG-slack
2.24,1.3115410679917447,-0.04891434814223805,1.3115410679917447,-0.04891434814223805,1.4227783864351218,-0.16926406119111936,0.0,0.0,SG-slack
2.25,1.3117658301903585,-0.0489192850722765,1.3117658301903585,-0.0489192850722765,1.4230031486337356,-0.1692689981211578,0.0,0.0,SG-slack
2.26,1.311952158538818,-0.04892520764829736,1.311952158538818,-0.04892520764829736,1.4231894769821951,-0.16927492069717867,0.0,0.0,SG-slack
2.27,1.3121021660386065,-0.048932170595112096,1.3121021660386065,-0.048932170595112096,1.4233394844819836,-0.1692818836439934,0.0,0.0,SG-slack
2.28,1.3122179414279131,-0.04894021899145748,1.3122179414279131,-0.04894021899145748,1.4234552598712902,-0.1692899320403388,0.0,0.0,SG-slack
