t_s,p_oc_pu,delta_p_oc_pu,p_ref_eff_pu,p_error_pu,omega_pll_pu,Kw
0.43,0.4429380744570157,0.01143653612589441,1.0922228682770432,0.6492847938200276,0.999461239101937,10.0
0.44,0.44297116991245816,0.011469631581336865,1.092645431951319,0.6496742620388608,0.9994443365549659,10.0
0.45,0.44300239501218996,0.011500856681068674,1.0930700610905466,0.6500676660783565,0.9994273513893969,10.0
0.46,0.44301256506538644,0.011511026734265148,1.0934913691715715,0.6504788041061851,0.999410499066156,10.0
0.47,0.4429979788463947,0.011496440515273425,1.0939090143368901,0.6509110354904954,0.9993937932595431,10.0
0.48,0.4429652405631847,0.01146370223206342,1.0943246270928286,0.6513593865296439,0.9993771687493056,10.0
0.49,0.44292105017553185,0.011419511844410533,1.0947385219260979,0.651817471750566,0.9993606129559749,10.0
0.5,0.44286616572450827,0.011364627393386978,1.095148591532724,0.6522824258082156,0.9993442101717098,10.0
0.51,0.4427959606504271,0.011294422319305816,1.0955513267103023,0.6527553660598753,0.9993281007646067,10.0
0.52,0.44270457410602654,0.01120303577490525,1.0959434051223282,0.6532388310163018,0.9993124176281256,10.0
0.53,0.44258843880998305,0.011086900478861718,1.096322559432041,0.653734120622058,0.9992972514557371,10.0
0.54,0.4424470318007801,0.010945493469658748,1.0966874454501965,0.6542404136494164,0.999282656015011,10.0
0.55,0.44228145201741287,0.010779913686291566,1.0970370084114172,0.6547555563940045,0.9992686734965621,10.0
0.56,0.4420926754531588,0.010591137122037443,1.0973699915922113,0.6552773161390527,0.9992553541693303,10.0
0.57,0.4418808056457802,0.010379267314658852,1.0976848763239462,0.655804070678166,0.999242758780061,10.0
0.58,0.44164542801075324,0.01014388967963189,1.0979801278699974,0.6563346998592443,0.9992309487182188,10.0
0.59,0.4413863801540676,0.009884841822946312,1.0982544625997281,0.6568680824456605,0.9992199753290297,10.0
0.6,0.4411042384562279,0.00960270012510662,1.098506950399008,0.65740271194278,0.9992098758170584,10.0
0.61,0.4408002928875131,0.009298754556391823,1.098736951184145,0.6579366582966318,0.999200675785653,10.0
0.62,0.44047622106918227,0.00897468273806095,1.0989439966553016,0.6584677755861194,0.9991923939668067,10.0
0.63,0.44013379144808373,0.008632253116962424,1.0991277201281173,0.6589939286800337,0.9991850450278941,10.0
0.64,0.43977477214818445,0.00827323381706315,1.0992878620427453,0.6595130898945608,0.999178639351309,10.0
0.65,0.4394010101492508,0.007899471818129496,1.0994243150662613,0.6600233049170103,0.9991731812303684,10.0
